gtbboxid,classid,imageid,lx,rx,ty,by,difficult,split
4888,633,411,0.6950,0.8175,0.3367,0.5300,0,train
4889,633,411,0.8075,0.9325,0.3333,0.5300,0,train
4890,633,411,0.9175,1.0000,0.3400,0.5633,1,train
4891,633,411,0.7825,0.9200,0.5267,0.7600,0,train
4892,633,411,0.9000,1.0000,0.5267,0.7533,0,train
4893,633,411,0.7700,0.9025,0.7167,0.9433,0,train
4894,633,411,0.8775,1.0000,0.7067,0.9333,0,train
4896,635,412,0.0000,0.1600,0.7167,1.0000,0,train
4897,635,412,0.1575,0.3275,0.7133,1.0000,0,train
4898,635,412,0.3300,0.4850,0.7200,1.0000,0,train
4899,635,412,0.4850,0.6550,0.7200,0.9967,0,train
4900,635,412,0.3325,0.4925,0.4867,0.7800,0,train
4901,635,412,0.4975,0.6550,0.4967,0.7900,0,train
4902,635,412,0.1025,0.2675,0.2333,0.4900,0,train
4903,635,412,0.2650,0.4175,0.2433,0.4900,0,train
4904,635,412,0.4150,0.5550,0.2533,0.5033,0,train
4905,637,412,0.6675,0.8275,0.4933,0.7867,0,train
4906,637,412,0.8375,1.0000,0.5000,0.7867,0,train
4907,637,412,0.6525,0.8075,0.7133,1.0000,0,train
4908,637,412,0.8125,0.9775,0.7067,1.0000,0,train
4909,637,412,0.7275,0.8725,0.2667,0.5133,1,train
4910,637,412,0.8425,0.9300,0.2933,0.4967,1,train
4911,637,412,0.9200,0.9925,0.2900,0.4967,1,train
4912,638,413,0.0425,0.2275,0.0033,0.4667,0,train
4913,638,413,0.2275,0.4225,0.0033,0.4700,0,train
4914,638,413,0.4175,0.6125,0.0000,0.4733,0,train
4917,639,414,0.4100,0.5425,0.4367,0.7100,1,train
4918,639,414,0.5100,0.7250,0.4033,0.7700,1,train
4919,639,414,0.7100,0.9000,0.4333,0.7600,1,train
4920,638,415,0.0000,0.1625,0.3867,0.8400,1,train
4921,638,415,0.1575,0.3975,0.3833,0.8567,1,train
4922,638,415,0.3925,0.6550,0.3700,0.8700,1,train
4924,640,416,0.0000,0.1175,0.4600,0.7100,1,train
4925,640,416,0.1225,0.3125,0.4700,0.7033,1,train
4926,640,416,0.1100,0.3050,0.3000,0.4733,1,train
4927,640,416,0.3125,0.6000,0.5200,0.6967,0,train
4928,640,416,0.3075,0.6075,0.3467,0.5333,0,train
4929,640,416,0.6350,1.0000,0.5100,0.7400,0,train
4930,640,416,0.6150,1.0000,0.2800,0.5167,0,train
4931,640,417,0.0733,0.4867,0.3650,0.4975,0,train
4932,640,417,0.0667,0.4633,0.2150,0.3675,0,train
4933,640,417,0.5000,1.0000,0.3200,0.5125,0,train
4934,640,417,0.4667,1.0000,0.1275,0.3275,0,train
4936,639,417,0.3900,0.5133,0.6075,0.7400,1,train
4937,639,417,0.4967,0.6833,0.6050,0.7925,1,train
4938,639,417,0.6733,0.8600,0.6100,0.7925,1,train
4939,640,418,0.0533,0.4200,0.2875,0.5400,1,train
4940,640,418,0.4567,0.7200,0.3050,0.5225,1,train
4941,640,418,0.7400,0.9633,0.3175,0.5050,1,train
4944,638,418,0.0667,0.3367,0.6775,1.0000,0,train
4945,638,418,0.3333,0.6200,0.6775,1.0000,0,train
4946,638,418,0.6167,0.9300,0.6775,1.0000,0,train
4947,641,419,0.0150,0.1975,0.0133,0.3867,0,train
4948,641,419,0.1950,0.3600,0.0133,0.3900,0,train
4949,641,419,0.3600,0.5550,0.0533,0.4267,0,train
4950,642,419,0.5625,1.0000,0.1367,0.4700,0,train
4951,643,419,0.4850,0.8900,0.7300,1.0000,1,train
4952,643,419,0.5250,0.8750,0.6267,0.7533,1,train
4953,644,419,0.3750,0.5050,0.6333,0.9100,0,train
4954,644,419,0.2675,0.3800,0.5600,0.7800,1,train
4955,644,419,0.1150,0.2700,0.6267,0.8900,0,train
4957,642,420,0.0675,0.6250,0.1633,0.4567,0,train
4958,642,420,0.6250,1.0000,0.2133,0.4733,1,train
4959,643,420,0.0800,0.5250,0.7633,1.0000,1,train
4960,643,420,0.5775,1.0000,0.6367,0.8933,0,train
4961,643,420,0.5675,0.9600,0.8867,1.0000,1,train
4962,643,420,0.5675,0.9250,0.5567,0.6400,1,train
4963,643,420,0.1775,0.5475,0.6733,0.7867,1,train
4964,643,420,0.2100,0.4900,0.5800,0.6800,1,train
4965,641,421,0.0000,0.1900,0.1375,0.5125,1,train
4966,641,421,0.1967,0.4067,0.1350,0.4875,1,train
4967,641,421,0.4033,0.6300,0.1650,0.4925,0,train
4968,641,421,0.6133,0.9333,0.2675,0.5575,0,train
4969,644,421,0.0033,0.1667,0.7200,0.9675,1,train
4970,644,421,0.2067,0.3900,0.6325,0.8450,0,train
4971,644,421,0.3833,0.5267,0.6225,0.7575,1,train
4972,644,421,0.5133,0.7000,0.6525,0.8675,0,train
4973,643,421,0.6767,1.0000,0.7550,0.9725,0,train
4974,645,422,0.0767,0.6700,0.2375,0.4575,1,train
4975,646,422,0.7200,1.0000,0.2500,0.4375,1,train
4976,646,422,0.6667,1.0000,0.1250,0.2800,1,train
4977,647,423,0.0000,0.4750,0.1133,0.3733,0,train
4978,648,423,0.0825,0.5525,0.8467,1.0000,1,train
4979,1042,423,0.1050,0.5425,0.6633,0.8600,0,train
4980,649,423,0.5875,0.9975,0.8267,1.0000,1,train
4982,649,424,0.3400,0.9300,0.8125,0.9850,0,train
4983,649,424,0.3100,0.8167,0.7475,0.8175,1,train
4984,1042,424,0.0000,0.3033,0.6775,0.8225,1,train
4985,648,425,0.1100,0.7700,0.7975,1.0000,0,train
4986,1042,425,0.1500,0.7200,0.6575,0.8125,0,train
4987,647,425,0.0000,0.7067,0.2675,0.4850,0,train
4988,647,425,0.0000,0.7167,0.0700,0.2750,0,train
4989,647,426,0.0000,0.5200,0.6500,0.8700,0,train
4990,647,426,0.0100,0.5300,0.4200,0.6533,0,train
4991,650,427,0.8625,1.0000,0.1667,0.5200,0,train
4992,650,427,0.6450,0.8450,0.1367,0.5567,0,train
4994,650,427,0.3025,0.4750,0.1700,0.5533,1,train
4995,650,427,0.1475,0.3075,0.1433,0.5367,1,train
4996,650,427,0.0225,0.1550,0.2167,0.5300,1,train
4997,651,427,0.6800,0.8300,0.6667,1.0000,1,train
4998,651,427,0.8175,0.9050,0.6533,0.9033,0,train
5000,651,427,0.4100,0.5325,0.6500,0.8900,0,train
5002,651,427,0.0025,0.1100,0.6500,0.8733,0,train
5003,650,428,0.0000,0.1250,0.0100,0.3800,1,train
5004,650,428,0.1200,0.2800,0.0067,0.3967,0,train
5006,651,428,0.0025,0.1325,0.5533,0.9367,0,train
5007,651,428,0.1400,0.2725,0.5467,0.8133,0,train
5008,645,428,0.2325,0.6200,0.7433,0.9967,0,train
5009,645,428,0.6025,1.0000,0.7333,0.9900,0,train
5010,645,428,0.2650,0.5600,0.6500,0.7500,1,train
5011,645,428,0.5625,0.8825,0.6533,0.7433,1,train
5012,645,429,0.0100,0.4200,0.7567,1.0000,0,train
5013,645,429,0.0850,0.4075,0.6667,0.7567,1,train
5014,646,429,0.4275,0.8200,0.8000,1.0000,0,train
5015,646,429,0.4050,0.7700,0.5867,0.8533,0,train
5016,646,430,0.2200,0.7033,0.6725,0.8925,0,train
5017,646,430,0.2500,0.7600,0.8600,1.0000,0,train
5018,645,431,0.0033,0.2433,0.3725,0.5750,1,train
5019,646,431,0.2567,0.8733,0.3900,0.5575,0,train
5020,646,431,0.2333,0.8067,0.2425,0.4075,0,train
5021,646,432,0.0075,0.5225,0.2367,0.4867,0,train
5022,646,432,0.0025,0.4600,0.0267,0.2667,0,train
5023,652,432,0.4725,0.8125,0.7100,0.9000,1,train
5024,652,432,0.4600,0.7250,0.6533,0.7367,1,train
5025,652,432,0.4475,0.6900,0.5800,0.6633,1,train
5026,85,432,0.7775,1.0000,0.8000,0.9833,1,train
5027,653,433,0.0550,0.3325,0.7433,0.9500,1,train
5028,653,433,0.3350,0.5925,0.7400,0.9600,1,train
5029,653,433,0.5900,0.8575,0.7567,0.9733,1,train
5030,654,433,0.8625,1.0000,0.7933,0.9733,1,train
5033,655,434,0.5525,0.8175,0.2600,0.7767,1,train
5034,655,434,0.3025,0.5425,0.3000,0.9100,1,train
5035,656,434,0.7825,0.9475,0.3567,0.8600,1,train
5036,657,435,0.0000,0.6533,0.3825,0.8125,1,train
5037,658,435,0.6567,0.9200,0.4800,0.8650,1,train
5038,657,435,0.2667,0.7733,0.2650,0.4075,1,train
5039,658,435,0.7700,1.0000,0.3525,0.5225,1,train
5040,659,436,0.0925,0.3250,0.5833,0.9367,1,train
5041,659,436,0.3175,0.5100,0.6000,0.9167,1,train
5042,659,436,0.1000,0.3375,0.3767,0.6200,1,train
5044,660,437,0.4000,0.6325,0.3133,0.8933,0,train
5045,660,437,0.6350,0.8875,0.4833,0.9267,1,train
5046,1044,438,0.6433,0.9033,0.1200,0.4800,0,train
5047,660,438,0.4133,0.6433,0.2175,0.4825,0,train
5048,660,438,0.1667,0.4100,0.1875,0.4675,1,train
5049,660,438,0.0000,0.1733,0.1075,0.4500,0,train
5050,661,438,0.2833,0.9533,0.8275,1.0000,1,train
5051,661,438,0.3100,0.9633,0.6150,0.8475,0,train
5052,661,438,0.0933,0.3500,0.5775,0.9775,1,train
5053,661,438,0.4233,0.9500,0.5300,0.6425,1,train
5054,660,439,0.3500,0.5667,0.1650,0.4450,0,val-old-cl
5055,660,439,0.5667,0.8000,0.1900,0.4575,1,val-old-cl
5056,660,439,0.8033,1.0000,0.1525,0.4675,1,val-old-cl
5059,661,439,0.5367,0.7467,0.5875,1.0000,1,val-old-cl
5060,1045,439,0.2200,0.5333,0.5525,0.9200,0,val-new-cl
5061,1045,439,0.0033,0.2533,0.5675,0.9775,1,val-new-cl
5062,662,440,0.0000,0.4175,0.2933,0.4500,0,train
5063,662,440,0.0000,0.4150,0.0900,0.2933,0,train
5064,662,440,0.4275,0.8800,0.3000,0.4633,0,train
5065,662,440,0.4250,0.9200,0.0933,0.3100,0,train
5066,663,440,0.0350,0.4225,0.8533,0.9700,0,train
5067,663,440,0.0200,0.4400,0.6833,0.8567,0,train
5068,663,440,0.0500,0.4375,0.6167,0.6833,1,train
5069,663,440,0.4500,0.8325,0.6633,0.8367,0,train
5070,663,440,0.4600,0.8275,0.8300,0.9467,0,train
5071,663,440,0.4425,0.7950,0.5967,0.6633,1,train
5072,662,441,0.0000,0.6033,0.3575,0.5425,0,train
5073,662,441,0.0000,0.5867,0.5200,0.6550,0,train
5076,664,441,0.6167,0.9267,0.5500,0.6875,0,train
5077,663,441,0.0133,0.5467,0.7675,0.9150,0,train
5078,663,441,0.0133,0.5433,0.9075,1.0000,0,train
5080,666,442,0.1225,0.5225,0.2867,0.4400,0,train
5081,666,442,0.1150,0.5175,0.4367,0.5867,0,train
5082,666,442,0.5200,0.9450,0.2767,0.4367,0,train
5083,666,442,0.5175,0.9600,0.4333,0.5867,0,train
5084,662,442,0.2000,0.5300,0.7567,0.8867,0,train
5085,662,442,0.1325,0.5350,0.9433,1.0000,1,train
5086,662,442,0.1600,0.5300,0.9033,0.9500,1,train
5087,662,442,0.5375,0.9000,0.9067,0.9567,1,train
5088,662,442,0.5375,0.8750,0.8667,0.9133,1,train
5089,666,443,0.3400,0.9467,0.1375,0.2675,0,train
5090,666,443,0.3333,0.9500,0.2675,0.3925,0,train
5091,666,443,0.0000,0.3400,0.1450,0.2725,1,train
5092,666,443,0.0000,0.3367,0.2725,0.3875,1,train
5093,662,443,0.0000,0.3967,0.5100,0.6075,0,train
5094,662,443,0.0000,0.3467,0.7225,0.8825,1,train
5095,662,443,0.0000,0.3267,0.8750,0.9950,1,train
5096,662,443,0.3267,0.9633,0.8925,0.9950,0,train
5097,662,443,0.3333,0.9633,0.7300,0.8925,0,train
5098,666,444,0.0000,0.4200,0.1175,0.2575,1,train
5099,666,444,0.0000,0.4167,0.2475,0.3775,1,train
5100,662,444,0.0000,0.4400,0.7250,0.8950,1,train
5101,662,444,0.0000,0.4367,0.8875,1.0000,1,train
5104,664,444,0.4700,0.7767,0.8850,1.0000,0,train
5105,664,444,0.7867,1.0000,0.8950,0.9975,0,train
5107,664,444,0.6033,0.7167,0.4650,0.5325,1,train
5108,664,444,0.7300,0.8867,0.4600,0.5300,1,train
5109,663,445,0.0000,0.4525,0.0000,0.2267,0,train
5110,663,445,0.0000,0.4350,0.2100,0.4133,0,train
5111,663,445,0.4700,0.9675,0.2200,0.4167,0,train
5112,663,445,0.4700,0.9975,0.0000,0.2333,0,train
5114,667,445,0.0025,0.1725,0.7500,0.8933,0,train
5115,667,445,0.1875,0.3850,0.8033,0.9133,0,train
5116,667,445,0.1750,0.3800,0.7100,0.8133,0,train
5118,667,445,0.3900,0.5625,0.7967,0.8933,0,train
5119,663,446,0.0033,0.3600,0.3450,0.5125,0,train
5120,663,446,0.0000,0.3800,0.5025,0.6450,0,train
5122,665,446,0.3733,0.7067,0.5325,0.6400,0,train
5124,665,446,0.6900,0.9967,0.5725,0.6650,0,train
5126,668,446,0.4800,0.6867,0.9400,1.0000,0,train
5128,668,446,0.6867,0.9467,0.9350,1.0000,0,train
5129,662,447,0.0000,0.4433,0.1425,0.3200,1,train
5130,662,447,0.0000,0.4367,0.3100,0.4675,1,train
5131,664,447,0.4867,0.8000,0.0450,0.1550,0,train
5132,664,447,0.4733,0.8567,0.1475,0.3300,0,train
5133,664,447,0.4567,0.8567,0.3075,0.4875,0,train
5134,663,447,0.0033,0.4333,0.6775,0.8625,1,train
5135,663,447,0.0033,0.4433,0.8425,0.9950,1,train
5137,665,447,0.4533,0.7767,0.8875,0.9950,0,train
5139,669,448,0.0200,0.3975,0.2067,0.3633,0,train
5140,669,448,0.0075,0.3925,0.3533,0.4967,0,train
5141,670,448,0.4050,0.7325,0.2333,0.3833,0,train
5142,670,448,0.4050,0.7275,0.3767,0.4933,0,train
5143,671,448,0.7425,1.0000,0.2367,0.3833,0,train
5144,671,448,0.7225,1.0000,0.3833,0.4933,0,train
5145,672,448,0.0650,0.4075,0.7933,0.8900,0,train
5147,672,448,0.0800,0.4125,0.5967,0.6767,1,train
5148,673,448,0.4175,0.7075,0.7467,0.8800,0,train
5149,673,448,0.4200,0.6950,0.6067,0.7333,0,train
5150,674,448,0.7100,1.0000,0.7233,0.8667,0,train
5151,674,448,0.7150,1.0000,0.6100,0.7333,0,train
5152,675,449,0.0000,0.2800,0.1250,0.2375,0,train
5153,675,449,0.0000,0.2800,0.0300,0.1350,0,train
5154,676,449,0.3167,0.7633,0.1450,0.2525,0,train
5155,676,449,0.3167,0.7733,0.0325,0.1575,0,train
5156,670,449,0.2833,0.7467,0.4825,0.6000,0,train
5157,670,449,0.2800,0.7300,0.5950,0.6875,0,train
5158,671,449,0.7567,1.0000,0.4975,0.6050,0,train
5159,671,449,0.7400,1.0000,0.6050,0.6925,0,train
5160,672,449,0.0000,0.2867,0.9150,0.9850,0,train
5162,673,449,0.3000,0.6967,0.8775,0.9825,0,train
5163,673,449,0.3100,0.7033,0.7625,0.8550,0,train
5164,674,449,0.7100,1.0000,0.8600,0.9725,1,train
5165,674,449,0.7233,1.0000,0.7650,0.8575,1,train
5166,675,450,0.0000,0.3575,0.1967,0.3533,0,train
5167,675,450,0.0000,0.3525,0.0700,0.2100,0,train
5168,676,450,0.3925,0.7325,0.2300,0.3533,0,train
5169,676,450,0.3900,0.7350,0.0767,0.2333,0,train
5170,677,450,0.7600,1.0000,0.2233,0.3600,0,train
5171,677,450,0.7600,1.0000,0.1067,0.2267,0,train
5172,669,450,0.0000,0.3475,0.8600,1.0000,0,train
5173,669,450,0.0000,0.3625,0.6900,0.8567,0,train
5174,670,450,0.3775,0.7500,0.7033,0.8800,0,train
5175,670,450,0.3750,0.7425,0.8633,0.9967,0,train
5176,671,450,0.7675,1.0000,0.6833,0.8600,1,train
5177,671,450,0.7500,1.0000,0.8500,0.9900,1,train
5178,675,451,0.0033,0.2967,0.2000,0.3325,1,train
5179,676,451,0.3233,0.9200,0.4725,0.6275,0,train
5180,676,451,0.3300,0.9367,0.3150,0.4875,0,train
5181,675,451,0.0000,0.2700,0.4350,0.5975,1,train
5182,675,452,0.0025,0.6100,0.5567,0.8000,0,train
5183,675,452,0.0350,0.5775,0.3533,0.5567,0,train
5184,675,452,0.1200,0.5475,0.2400,0.3700,0,train
5185,676,452,0.6325,1.0000,0.5533,0.7667,0,train
5186,676,452,0.6300,1.0000,0.3533,0.5567,0,train
5187,669,453,0.0050,0.5475,0.7000,0.9200,0,train
5188,669,453,0.0200,0.5525,0.4867,0.7000,0,train
5189,670,453,0.5675,1.0000,0.7300,0.9033,0,train
5190,670,453,0.5700,1.0000,0.5267,0.7333,0,train
5191,670,454,0.0625,0.5250,0.6633,0.8367,0,train
5192,670,454,0.0350,0.5300,0.4633,0.6700,0,train
5193,671,454,0.5325,1.0000,0.6633,0.8200,0,train
5194,671,454,0.5375,1.0000,0.4767,0.6700,0,train
5195,674,455,0.6100,1.0000,0.7333,0.9200,0,train
5196,674,455,0.6175,1.0000,0.5733,0.7367,0,train
5197,670,455,0.1350,0.6200,0.2533,0.4333,0,train
5198,670,455,0.1075,0.6350,0.0300,0.2600,0,train
5199,671,455,0.6200,1.0000,0.2433,0.4167,0,train
5200,671,455,0.6400,1.0000,0.0100,0.2533,0,train
5201,669,456,0.0000,0.3950,0.2433,0.4433,0,train
5202,669,456,0.0000,0.3925,0.0300,0.2467,0,train
5203,670,456,0.4050,0.8925,0.2667,0.4367,0,train
5204,670,456,0.4000,0.9300,0.0333,0.2700,0,train
5205,672,456,0.0100,0.4225,0.5567,0.6633,1,train
5207,672,456,0.0000,0.4300,0.8300,0.9367,0,train
5208,673,456,0.4375,0.8300,0.7800,0.9400,0,train
5209,673,456,0.4400,0.8225,0.5833,0.7433,0,train
5210,673,457,0.3675,0.7500,0.2933,0.4567,0,train
5211,673,457,0.3625,0.7550,0.4800,0.6400,0,train
5212,674,457,0.7475,1.0000,0.4700,0.6300,0,train
5213,674,457,0.7950,1.0000,0.3000,0.4667,0,train
5214,672,457,0.0000,0.3625,0.5233,0.6333,0,train
5216,678,457,0.7200,1.0000,0.8500,0.9700,1,train
5217,678,457,0.7350,1.0000,0.7267,0.8467,0,train
5218,669,458,0.0000,0.4600,0.0233,0.2467,0,train
5219,669,458,0.0000,0.4500,0.2367,0.4567,0,train
5220,670,458,0.4775,0.9925,0.2733,0.4600,0,train
5221,670,458,0.4725,1.0000,0.0200,0.2867,0,train
5223,672,458,0.0125,0.4800,0.8667,1.0000,0,train
5224,672,458,0.0425,0.4750,0.5767,0.6900,1,train
5225,673,458,0.4850,0.9100,0.8300,1.0000,0,train
5226,673,458,0.4875,0.9000,0.6200,0.8000,0,train
5227,670,459,0.1167,0.7200,0.5050,0.6350,0,train
5228,670,459,0.1000,0.7533,0.3400,0.5200,0,train
5229,673,459,0.1233,0.6633,0.8700,0.9950,0,train
5230,673,459,0.1533,0.6667,0.7075,0.8400,0,train
5231,674,459,0.6667,1.0000,0.8875,0.9975,1,train
5232,674,459,0.7033,1.0000,0.7400,0.8600,1,train
5233,679,460,0.0850,0.5750,0.2100,0.4433,0,train
5234,679,460,0.0950,0.5775,0.4367,0.6433,0,train
5235,675,460,0.5950,1.0000,0.1767,0.4000,0,train
5236,675,460,0.6025,1.0000,0.3833,0.6233,0,train
5237,680,461,0.5550,1.0000,0.7733,0.9367,0,train
5238,680,461,0.5625,1.0000,0.6333,0.7867,1,train
5240,681,461,0.1150,0.5375,0.7767,0.9233,0,train
5241,681,461,0.1100,0.5375,0.6533,0.7833,1,train
5242,681,461,0.1025,0.5425,0.5033,0.6533,1,train
5243,681,461,0.1050,0.5450,0.3667,0.5133,1,train
5244,682,462,0.1833,0.9000,0.2700,0.4025,0,train
5245,680,462,0.3533,0.9300,0.9125,1.0000,1,train
5246,680,462,0.3500,0.9433,0.8000,0.9275,1,train
5247,680,462,0.3567,0.9167,0.6875,0.8100,1,train
5248,681,462,0.0000,0.3567,0.5900,0.7200,1,train
5249,681,462,0.0000,0.3233,0.7150,0.8350,1,train
5250,681,462,0.0000,0.3100,0.8325,0.9400,1,train
5251,680,463,0.2700,0.8267,0.5325,0.6325,0,train
5252,680,463,0.2733,0.8267,0.4325,0.5350,1,train
5254,681,463,0.0000,0.2300,0.2350,0.3475,1,train
5255,681,463,0.0000,0.2333,0.3450,0.4600,1,train
5256,681,463,0.0000,0.2433,0.4575,0.5500,1,train
5257,681,463,0.0000,0.2567,0.5500,0.6400,1,train
5258,683,463,0.2100,0.7333,0.7950,0.9225,0,train
5259,683,463,0.2167,0.7200,0.9250,0.9950,0,train
5260,680,464,0.0450,0.5000,0.3000,0.4633,0,train
5261,680,464,0.0475,0.4975,0.1600,0.3033,1,train
5263,683,464,0.0150,0.4400,0.7033,0.9000,0,train
5264,683,464,0.0250,0.4350,0.8967,1.0000,0,train
5265,684,465,0.5650,1.0000,0.2633,0.4500,0,val-new-cl
5266,684,465,0.5800,1.0000,0.0300,0.2633,0,val-new-cl
5267,685,466,0.5675,1.0000,0.3033,0.4667,0,train
5268,685,466,0.5725,1.0000,0.1767,0.3067,0,train
5269,686,466,0.0950,0.5600,0.3400,0.4867,0,train
5270,686,466,0.0775,0.5575,0.1533,0.3400,0,train
5271,687,466,0.1325,0.5450,0.5700,0.7400,0,train
5272,687,466,0.1450,0.5450,0.7300,0.8633,0,train
5273,687,466,0.1725,0.5450,0.8533,0.9667,0,train
5274,686,467,0.1067,0.8067,0.5025,0.6300,0,train
5275,686,467,0.0667,0.8133,0.3650,0.5125,0,train
5276,687,467,0.1433,0.7667,0.6975,0.8375,0,train
5277,687,467,0.1633,0.7667,0.8225,0.9375,0,train
5278,687,467,0.1967,0.7667,0.9200,1.0000,0,train
5279,688,468,0.2600,0.7000,0.1000,0.2500,0,train
5280,688,468,0.2450,0.7000,0.0000,0.1033,0,train
5281,689,469,0.0000,0.3850,0.4867,0.6400,0,train
5282,689,469,0.0050,0.3875,0.4000,0.4900,0,train
5283,688,469,0.4100,0.8375,0.4833,0.6333,0,train
5284,688,469,0.4100,0.8375,0.3433,0.4867,0,train
5285,688,469,0.4100,0.8050,0.2667,0.3533,0,train
5286,689,470,0.0000,0.3875,0.7000,0.8700,0,train
5287,689,470,0.0125,0.3850,0.6133,0.7033,0,train
5288,688,470,0.4175,0.8500,0.7000,0.8600,0,train
5289,688,470,0.4225,0.8375,0.5667,0.7033,0,train
5290,688,470,0.4200,0.8025,0.4900,0.5700,0,train
5292,690,471,0.5250,0.9600,0.1800,0.3333,0,train
5293,690,471,0.5350,0.8775,0.0200,0.1400,1,train
5294,691,471,0.1725,0.5275,0.8367,0.9900,1,train
5295,691,471,0.2050,0.5125,0.7567,0.8433,0,train
5296,691,471,0.2200,0.5150,0.6100,0.7100,0,train
5298,692,471,0.5450,0.8600,0.6700,0.7933,0,train
5299,692,471,0.5325,0.8500,0.5800,0.6700,1,train
5301,690,472,0.3133,0.9000,0.4050,0.5300,0,train
5302,690,472,0.3700,0.8367,0.2550,0.3525,1,train
5303,692,472,0.3567,0.8300,0.8875,1.0000,1,train
5304,692,472,0.3733,0.8267,0.7350,0.8450,0,train
5305,691,472,0.0033,0.3233,0.8575,0.9825,1,train
5306,691,472,0.0000,0.3200,0.7750,0.8550,1,train
5308,690,473,0.7767,1.0000,0.3925,0.5100,1,train
5310,691,473,0.2900,0.7733,0.8600,0.9800,1,train
5311,691,473,0.3100,0.7400,0.7800,0.8600,0,train
5312,691,473,0.3167,0.7133,0.6925,0.7400,1,train
5313,692,473,0.7933,1.0000,0.7300,0.8100,1,train
5315,693,473,0.0033,0.2633,0.7525,0.8350,1,train
5316,693,473,0.0000,0.2500,0.6925,0.7600,1,train
5317,694,474,0.1733,0.6867,0.5050,0.6100,0,train
5318,694,474,0.1767,0.6900,0.4075,0.5100,0,train
5319,694,474,0.2233,0.6667,0.2975,0.3800,1,train
5320,694,474,0.2300,0.6900,0.2075,0.2975,1,train
5321,693,474,0.3033,0.6967,0.6850,0.7600,1,train
5322,693,474,0.3033,0.7033,0.7475,0.8400,1,train
5323,691,474,0.7233,1.0000,0.8725,0.9950,1,train
5324,691,474,0.7367,1.0000,0.7950,0.8725,1,train
5325,691,474,0.7233,1.0000,0.7025,0.7625,1,train
5326,695,474,0.0033,0.2333,0.8675,0.9725,0,train
5327,695,474,0.0000,0.2167,0.7650,0.8800,0,train
5328,695,474,0.0033,0.2000,0.6700,0.7750,0,train
5329,694,475,0.0000,0.4550,0.7333,0.9100,0,train
5330,694,475,0.0000,0.4625,0.5633,0.7467,0,train
5331,694,475,0.0550,0.4500,0.3867,0.5233,1,train
5332,694,475,0.0675,0.4675,0.2567,0.3933,1,train
5334,690,476,0.4425,0.9450,0.5833,0.7567,0,train
5335,690,476,0.4625,0.8425,0.3567,0.4833,1,train
5337,696,477,0.5125,0.8875,0.5200,0.6933,0,train
5338,696,477,0.5175,0.8600,0.3833,0.5267,0,train
5339,696,477,0.5300,0.8600,0.3133,0.3900,1,train
5340,697,477,0.0250,0.4475,0.4867,0.6967,0,train
5341,697,477,0.0775,0.4475,0.3967,0.4933,1,train
5342,697,477,0.1575,0.4450,0.2633,0.3467,1,train
5343,696,478,0.4675,0.8350,0.6767,0.8500,0,train
5344,696,478,0.4725,0.8050,0.5367,0.6833,0,train
5345,696,478,0.4775,0.8000,0.4633,0.5400,1,train
5346,697,478,0.0000,0.3850,0.6700,0.9033,0,train
5347,697,478,0.0000,0.3875,0.5767,0.6767,1,train
5348,697,478,0.0825,0.3825,0.4400,0.5200,1,train
5349,698,479,0.0000,0.1925,0.3900,0.5500,0,train
5350,698,479,0.0000,0.2025,0.2233,0.3900,0,train
5351,698,479,0.0125,0.2300,0.0833,0.2433,0,train
5352,699,479,0.2400,0.4675,0.4600,0.5533,0,train
5353,699,479,0.2625,0.4700,0.3233,0.4667,0,train
5354,699,479,0.2825,0.4800,0.2033,0.3400,0,train
5355,699,479,0.4625,0.6850,0.4633,0.5500,0,train
5356,699,479,0.4725,0.6700,0.3267,0.4700,0,train
5357,699,479,0.4775,0.6650,0.1967,0.3300,0,train
5358,699,479,0.6850,0.9300,0.4600,0.5500,0,train
5359,699,479,0.6675,0.8925,0.3167,0.4667,0,train
5360,699,480,0.7325,0.9625,0.5133,0.6133,0,train
5361,699,480,0.5350,0.7325,0.5300,0.6267,0,train
5362,699,480,0.7225,0.9425,0.3733,0.5200,0,train
5363,699,480,0.7075,0.9150,0.2533,0.3933,0,train
5364,699,480,0.5375,0.7225,0.4067,0.5300,1,train
5365,699,480,0.5475,0.7100,0.2800,0.4133,0,train
5366,698,480,0.3150,0.5125,0.4900,0.6467,0,train
5367,698,480,0.3050,0.5175,0.3433,0.5000,0,train
5368,698,480,0.3225,0.5175,0.2000,0.3433,0,train
5369,698,480,0.1325,0.3100,0.5067,0.6500,0,train
5370,698,480,0.1400,0.3150,0.3600,0.5200,0,train
5371,698,480,0.0000,0.1375,0.5167,0.6633,0,train
5372,698,480,0.0000,0.1475,0.3733,0.5200,0,train
5373,700,481,0.0900,0.3333,0.1875,0.2875,0,train
5374,700,481,0.3167,0.6633,0.1375,0.2850,0,train
5375,697,481,0.7467,1.0000,0.1575,0.2725,1,train
5377,701,481,0.1333,0.4167,0.6700,0.7850,0,train
5379,701,481,0.4500,0.7467,0.8850,1.0000,0,train
5382,664,481,0.0033,0.1900,0.4125,0.4950,1,train
5383,694,481,0.6867,1.0000,0.4675,0.5600,1,train
5385,701,482,0.7125,0.9375,0.2000,0.4000,0,train
5386,701,482,0.7200,0.9000,0.4167,0.5700,0,train
5387,664,482,0.4325,0.6725,0.6433,0.8200,0,train
5389,664,482,0.1525,0.4300,0.6433,0.8433,0,train
5391,664,482,0.0000,0.1625,0.6233,0.8333,1,train
